artist_name,edition_number,year,artist_nationality,artist_nationality_other,artist_gender,artist_race,artist_ethnicity,book,space_ratio_per_page_total,artist_unique_id
Joan Miró,16,2020,Spanish,Spanish,Male,White,Hispanic or Latinx,gardner,0.3050902062,209
Joan Mitchell,15,2016,American,American,Female,White,Not Hispanic or Latinx,gardner,0.4140714396,210
Joan Mitchell,16,2020,American,American,Female,White,Not Hispanic or Latinx,gardner,0.3738033873,210
Joanne Leonard,9,1991,American,American,Female,White,Not Hispanic or Latinx,gardner,0.2888564477,211
Johann Zoffany,7,1980,German,German,Male,White,Not Hispanic or Latinx,gardner,0.330952716,213
John Constable,1,1926,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6492572892,215
John Constable,2,1936,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4188850611,215
John Constable,3,1948,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5597746203,215
John Constable,4,1959,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6177753838,215
John Constable,5,1970,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5986711738,215
John Constable,6,1975,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6059181711,215
John Constable,7,1980,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6637172812,215
John Constable,8,1986,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6840140991,215
John Constable,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.66660178430000006,215
John Constable,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.788342826,215
John Constable,11,2001,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6067843647,215
John Constable,12,2005,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5769090411,215
John Constable,13,2009,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4578151727,215
John Constable,14,2013,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4944755212,215
John Constable,15,2016,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6821091696,215
John Constable,16,2020,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6003313697,215
John Everett Millais,7,1980,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6450182944,217
John Everett Millais,8,1986,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6883682355,217
John Everett Millais,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5565287916,217
John Everett Millais,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6919784455,217
John Everett Millais,11,2001,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6050129901,217
John Everett Millais,12,2005,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3626189825,217
John Everett Millais,13,2009,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4430678193,217
John Everett Millais,14,2013,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4236974712,217
John Everett Millais,15,2016,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4611721045,217
John Everett Millais,16,2020,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3753681885,217
John Flaxman,7,1980,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3652898959,218
John Flaxman,8,1986,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3718639851,218
John Flaxman,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4496436002,218
John H. Twachtman,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3929689947,219
John James Audubon,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4332846715,221
John Marin,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5607273123,222
John Marin,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5421492055,222
John Singer Sargent,1,1926,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5178166864,223
John Singer Sargent,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3453257125,223
John Singer Sargent,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2588055964,223
John Singer Sargent,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2442768651,223
John Singer Sargent,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.8170735998,223
John Singer Sargent,8,1986,American,American,Male,White,Not Hispanic or Latinx,gardner,0.8272340867,223
John Singer Sargent,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3651581509,223
John Singer Sargent,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.6068346919,223
John Singer Sargent,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4788025508,223
John Singer Sargent,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4666088861,223
John Singer Sargent,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4382136748,223
John Singer Sargent,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4587860016,223
John Singer Sargent,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5196536261,223
John Singer Sargent,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4193513746,223
John Singleton Copley,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5417123395,224
John Singleton Copley,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3822200446,224
John Singleton Copley,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4254511177,224
John Singleton Copley,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3338199513,224
John Singleton Copley,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3483851165,224
John Singleton Copley,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2810581011,224
John Singleton Copley,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2841893988,224
John Singleton Copley,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2894919329,224
John Singleton Copley,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2966575748,224
John Singleton Copley,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3882016391,224
John Singleton Copley,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2761720668,224
John Sloan,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3283745694,225
John Sloan,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4512493876,225
John Sloan,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5373013736,225
John Sloan,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4628835569,225
John Sloan,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.388485661,225
John Sloan,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5018260829,225
John Sloan,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4656100201,225
John Sloan,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3417249632,225
John Smibert,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.8237274441,226
José Clemente Orozco,3,1948,Mexican,Other,Male,White,Hispanic or Latinx,gardner,1.0620066416,228
José Clemente Orozco,4,1959,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.6078642607,228
José Clemente Orozco,7,1980,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.3370391219,228
José Clemente Orozco,8,1986,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.343924943,228
José Clemente Orozco,9,1991,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.6440875912,228
José Clemente Orozco,10,1996,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.5432966133,228
José Clemente Orozco,11,2001,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.4705213746,228
José Clemente Orozco,12,2005,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.4497156585,228
José Clemente Orozco,13,2009,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.4253771593,228
José Clemente Orozco,14,2013,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.4788497989,228
José Clemente Orozco,15,2016,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.5234575537,228
José Clemente Orozco,16,2020,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.4271293569,228
José Guadalupe Posada,3,1948,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.3708693995,229
José Guadalupe Posada,4,1959,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.3487745758,229
José María Velasco,3,1948,Mexican,Other,Male,White,Hispanic or Latinx,gardner,0.4289291742,230
José Sabogal,3,1948,Peruvian,Other,Male,White,Hispanic or Latinx,gardner,0.2665904513,231
Josef Albers,11,2001,German,German,Male,White,Not Hispanic or Latinx,gardner,0.2298948984,232
Josef Albers,12,2005,German,German,Male,White,Not Hispanic or Latinx,gardner,0.3599884439,232
Joseph Mallord William Turner,1,1926,British,British,Male,White,Not Hispanic or Latinx,gardner,0.567767435,234
Joseph Mallord William Turner,2,1936,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6133730034,234
Joseph Mallord William Turner,3,1948,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6841689803,234
Joseph Mallord William Turner,4,1959,British,British,Male,White,Not Hispanic or Latinx,gardner,0.8172098034,234
Joseph Mallord William Turner,5,1970,British,British,Male,White,Not Hispanic or Latinx,gardner,0.9512657758,234
Joseph Mallord William Turner,6,1975,British,British,Male,White,Not Hispanic or Latinx,gardner,0.9661360966,234
Joseph Mallord William Turner,7,1980,British,British,Male,White,Not Hispanic or Latinx,gardner,0.8208732057,234
Joseph Mallord William Turner,8,1986,British,British,Male,White,Not Hispanic or Latinx,gardner,0.86790725,234
Joseph Mallord William Turner,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5111435523,234
Joseph Mallord William Turner,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6710889806,234
Joseph Mallord William Turner,11,2001,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6766650921,234
Joseph Mallord William Turner,12,2005,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6807164796,234
Joseph Mallord William Turner,13,2009,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4748277934,234
Joseph Mallord William Turner,14,2013,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4657821337,234
Joseph Mallord William Turner,15,2016,British,British,Male,White,Not Hispanic or Latinx,gardner,0.659440235,234
Joseph Mallord William Turner,16,2020,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5349472263,234
Joseph Pickett,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3315847166,236
Joseph Pickett,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5007893734,236
Joseph Stella,4,1959,Italian-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.3689738756,237
Joseph Wright of Derby,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5693430657,238
Joseph Wright of Derby,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6788820299,238
Joseph Wright of Derby,11,2001,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3201021493,238
Joseph Wright of Derby,12,2005,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5798132774,238
Joseph Wright of Derby,13,2009,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4596027306,238
Joseph Wright of Derby,14,2013,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6128550075,238
Joseph Wright of Derby,15,2016,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4632441627,238
Joseph Wright of Derby,16,2020,British,British,Male,White,Not Hispanic or Latinx,gardner,0.6417986009,238
Joshua Reynolds,5,1970,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4596848541,239
Joshua Reynolds,6,1975,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4662322401,239
Joshua Reynolds,7,1980,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3533105826,239
Josiah Johnson Hawes,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.284298411,240
Josiah Johnson Hawes,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2877858881,240
Albert Sands Southworth,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2877858881,10
Josiah Johnson Hawes,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3465604857,240
Albert Sands Southworth,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3465604857,10
Josiah Johnson Hawes,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2865050779,240
Albert Sands Southworth,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2865050779,10
Josiah Johnson Hawes,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2899446523,240
Albert Sands Southworth,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2899446523,10
Josiah Johnson Hawes,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3525264666,240
Albert Sands Southworth,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3525264666,10
Josiah Johnson Hawes,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3563635523,240
Albert Sands Southworth,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3563635523,10
Josiah Johnson Hawes,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2983609092,240
Albert Sands Southworth,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2983609092,10
Josiah Johnson Hawes,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.22178755519999999,240
Albert Sands Southworth,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.22178755519999999,10
Jules Bastien-Lepage,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.414790318,241
Jules Bastien-Lepage,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4320962057,241
Jules Bastien-Lepage,10,1996,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5134545207,241
Julia Codesido,3,1948,Peruvian,Other,Female,White,Hispanic or Latinx,gardner,0.3266372693,242
Julia Margaret Cameron,4,1959,British,British,Female,White,Not Hispanic or Latinx,gardner,0.2660921088,243
Julia Margaret Cameron,12,2005,British,British,Female,White,Not Hispanic or Latinx,gardner,0.3114983426,243
Julia Margaret Cameron,13,2009,British,British,Female,White,Not Hispanic or Latinx,gardner,0.2565299801,243
Julia Margaret Cameron,14,2013,British,British,Female,White,Not Hispanic or Latinx,gardner,0.2579631085,243
Julia Margaret Cameron,15,2016,British,British,Female,White,Not Hispanic or Latinx,gardner,0.2489562394,243
Julia Margaret Cameron,16,2020,British,British,Female,White,Not Hispanic or Latinx,gardner,0.2644513991,243
Julian Schnabel,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3867535214,244
Julian Schnabel,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3427609825,244
Julian Schnabel,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3396435848,244
Julian Schnabel,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3468170681,244
Julian Schnabel,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3225001156,244
Julian Schnabel,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2239678367,244
Julian Schnabel,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2770618557,244
Kamol Tassananchalee,11,2001,Thai,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.3812883798,245
Kano Hogai,14,2013,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.4398779529,246
Kano Hogai,15,2016,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.421184475,246
Kano Hogai,16,2020,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.4251656848,246
Karl Bodmer,6,1975,Swiss-French,Other,Male,White,Not Hispanic or Latinx,gardner,1.205234483,248
Karl Bodmer,11,2001,Swiss-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.4195205479,248
Karl Bodmer,12,2005,Swiss-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.3418635769,248
Karl Bodmer,13,2009,Swiss-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.3009569599,248
Karl Bodmer,14,2013,Swiss-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.323887014,248
Karl Bodmer,15,2016,Swiss-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.3314674501,248
Karl Bodmer,16,2020,Swiss-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.3149392489,248
Käthe Kollwitz,5,1970,German,German,Female,White,Not Hispanic or Latinx,gardner,0.2391675232,249
Käthe Kollwitz,6,1975,German,German,Female,White,Not Hispanic or Latinx,gardner,0.2455934195,249
Käthe Kollwitz,7,1980,German,German,Female,White,Not Hispanic or Latinx,gardner,0.1960491134,249
Käthe Kollwitz,8,1986,German,German,Female,White,Not Hispanic or Latinx,gardner,0.2041778976,249
Käthe Kollwitz,9,1991,German,German,Female,White,Not Hispanic or Latinx,gardner,0.3698296837,249
Käthe Kollwitz,10,1996,German,German,Female,White,Not Hispanic or Latinx,gardner,0.3614303741,249
Käthe Kollwitz,11,2001,German,German,Female,White,Not Hispanic or Latinx,gardner,0.3281471422,249
Käthe Kollwitz,12,2005,German,German,Female,White,Not Hispanic or Latinx,gardner,0.4028221269,249
