artist_name,edition_number,year,artist_nationality,artist_nationality_other,artist_gender,artist_race,artist_ethnicity,book,space_ratio_per_page_total,artist_unique_id
Théodore Géricault,13,2009,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8714807452000001,372
Théodore Géricault,14,2013,French,French,Male,White,Not Hispanic or Latinx,gardner,0.8519717071999999,372
Théodore Géricault,15,2016,French,French,Male,White,Not Hispanic or Latinx,gardner,1.1479047472000001,372
Théodore Géricault,16,2020,French,French,Male,White,Not Hispanic or Latinx,gardner,1.0100177958,372
Thomas Benton,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3184309427,373
Thomas Cole,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.463622291,374
Thomas Cole,8,1986,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5367337065,374
Thomas Cole,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5099756691,374
Thomas Cole,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4896149517,374
Thomas Cole,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4032534247,374
Thomas Cole,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4690569595,374
Thomas Cole,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4494783721,374
Thomas Cole,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3519485923,374
Thomas Cole,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5085820319,374
Thomas Cole,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5329528719,374
Thomas Couture,5,1970,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5101887272,375
Thomas Couture,6,1975,French,French,Male,White,Not Hispanic or Latinx,gardner,0.5118683901,375
Thomas Couture,7,1980,French,French,Male,White,Not Hispanic or Latinx,gardner,0.4353187447,375
Thomas Couture,8,1986,French,French,Male,White,Not Hispanic or Latinx,gardner,0.7860771304,375
Thomas Doughty,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3960225493,376
Thomas Eakins,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4600297526,377
Thomas Eakins,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3523599543,377
Thomas Eakins,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3312415836,377
Thomas Eakins,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.7410638896999999,377
Thomas Eakins,8,1986,American,American,Male,White,Not Hispanic or Latinx,gardner,0.663763909,377
Thomas Eakins,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4673479319,377
Thomas Eakins,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4720166434,377
Thomas Eakins,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.9615021256,377
Thomas Eakins,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4222242496,377
Thomas Eakins,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4130645832,377
Thomas Eakins,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5006703342,377
Thomas Eakins,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5796969228,377
Thomas Eakins,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5764911635,377
Thomas Gainsborough,1,1926,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5490962372,378
Thomas Gainsborough,2,1936,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2935131538,378
Thomas Gainsborough,3,1948,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2569546519,378
Thomas Gainsborough,4,1959,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3048478319,378
Thomas Gainsborough,5,1970,British,British,Male,White,Not Hispanic or Latinx,gardner,1.1272345791,378
Thomas Gainsborough,6,1975,British,British,Male,White,Not Hispanic or Latinx,gardner,1.0809849375,378
Thomas Gainsborough,7,1980,British,British,Male,White,Not Hispanic or Latinx,gardner,0.9279482128000001,378
Thomas Gainsborough,8,1986,British,British,Male,White,Not Hispanic or Latinx,gardner,0.9367613518,378
Thomas Gainsborough,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2935279805,378
Thomas Gainsborough,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3231983902,378
Thomas Gainsborough,11,2001,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3568138876,378
Thomas Gainsborough,12,2005,British,British,Male,White,Not Hispanic or Latinx,gardner,0.358026944,378
Thomas Gainsborough,13,2009,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2980907032,378
Thomas Gainsborough,14,2013,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3000477709,378
Thomas Gainsborough,15,2016,British,British,Male,White,Not Hispanic or Latinx,gardner,0.376001237,378
Thomas Gainsborough,16,2020,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2975576829,378
Thomas Hart Benton,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5099787435,379
Thomas Hart Benton,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4987075388,379
Thomas Hart Benton,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3216063366,379
Thomas Hart Benton,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4365956266,379
Thomas Hart Benton,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4717798052,379
Thomas Hart Benton,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3276264114,379
Timothy O'Sullivan,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3613604157,380
Timothy O'Sullivan,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3977739257,380
Timothy O'Sullivan,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3659100365,380
Timothy O'Sullivan,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4773704406,380
Timothy O'Sullivan,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.537869182,380
Timothy O'Sullivan,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.522766323,380
Tom Thomson,3,1948,Canadian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4807011813,381
Tonita Peña (Quah Ah),2,1936,American,American,Male,American Indian or Alaska Native,Not Hispanic or Latinx,gardner,0.3310366427,382
Tonita Peña (Quah Ah),3,1948,American,American,Male,American Indian or Alaska Native,Not Hispanic or Latinx,gardner,0.3891338668,382
Torii Kiyonaga,13,2009,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2046907987,383
Torii Kiyonaga,14,2013,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2344320651,383
Torii Kiyonaga,15,2016,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2301840111,383
Torii Kiyonaga,16,2020,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2065537555,383
Toshusai Sharaku,3,1948,Japanese,Other,Male,White,Not Hispanic or Latinx,gardner,0.3445478796,384
Trigo Piula,11,2001,Congolese,Other,Male,Black or African American,Not Hispanic or Latinx,gardner,0.5433691545,385
Trigo Piula,12,2005,Congolese,Other,Male,Black or African American,Not Hispanic or Latinx,gardner,0.4899948302,385
Trigo Piula,13,2009,Congolese,Other,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3588830845,385
Trigo Piula,15,2016,Congolese,Other,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3801608165,385
Trigo Piula,16,2020,Congolese,Other,Male,Black or African American,Not Hispanic or Latinx,gardner,0.3153074374,385
Victor Vasarely,9,1991,Hungarian-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.3079967559,388
Victor Vasarely,10,1996,Hungarian-French,Other,Male,White,Not Hispanic or Latinx,gardner,0.3084137649,388
Vincent Van Gogh,2,1936,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.5797839023,389
Vincent Van Gogh,3,1948,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.5781479667,389
Vincent Van Gogh,4,1959,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.7884190682,389
Vincent Van Gogh,5,1970,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,1.1665907236,389
Vincent Van Gogh,6,1975,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.9222518961,389
Vincent Van Gogh,7,1980,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.9731564875,389
Vincent Van Gogh,8,1986,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,1.0157578271,389
Vincent Van Gogh,9,1991,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.9760908354,389
Vincent Van Gogh,10,1996,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,1.0879403841,389
Vincent Van Gogh,11,2001,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.9236537552999999,389
Vincent Van Gogh,12,2005,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.8832375392,389
Vincent Van Gogh,13,2009,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,0.9857149462000001,389
Vincent Van Gogh,14,2013,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,1.0222828348,389
Vincent Van Gogh,15,2016,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,1.2703417349000001,389
Vincent Van Gogh,16,2020,Dutch,Other,Male,White,Not Hispanic or Latinx,gardner,1.1016967354,389
Walker Evans,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.2215694379,391
Wassily Kandinsky,3,1948,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.2873046981,393
Wassily Kandinsky,4,1959,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.6159439806,393
Wassily Kandinsky,5,1970,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.8831713804,393
Wassily Kandinsky,6,1975,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.8837517359,393
Wassily Kandinsky,7,1980,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.7312130594,393
Wassily Kandinsky,8,1986,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.7545096413,393
Wassily Kandinsky,9,1991,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.5835036496,393
Wassily Kandinsky,10,1996,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4160840353,393
Wassily Kandinsky,11,2001,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3671173831,393
Wassily Kandinsky,12,2005,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.3822948028,393
Wassily Kandinsky,13,2009,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.6337817638,393
Wassily Kandinsky,14,2013,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.4714838272,393
Wassily Kandinsky,15,2016,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.5563166847,393
Wassily Kandinsky,16,2020,Russian,Other,Male,White,Not Hispanic or Latinx,gardner,0.6269943544,393
Wifredo Lam,15,2016,Cuban,Other,Male,Black or African American,Hispanic or Latinx,gardner,0.3899798979,395
Wifredo Lam,16,2020,Cuban,Other,Male,Black or African American,Hispanic or Latinx,gardner,0.3803694158,395
Wilhelm Leibl,7,1980,German,German,Male,White,Not Hispanic or Latinx,gardner,0.3823353504,396
Wilhelm Leibl,8,1986,German,German,Male,White,Not Hispanic or Latinx,gardner,0.4045718433,396
Wilhelm Leibl,9,1991,German,German,Male,White,Not Hispanic or Latinx,gardner,0.4291970803,396
Wilhelm Leibl,10,1996,German,German,Male,White,Not Hispanic or Latinx,gardner,0.389857099,396
Wilhelm Leibl,12,2005,German,German,Male,White,Not Hispanic or Latinx,gardner,0.328209105,396
Wilhelm Leibl,13,2009,German,German,Male,White,Not Hispanic or Latinx,gardner,0.2980907032,396
Wilhelm Leibl,14,2013,German,German,Male,White,Not Hispanic or Latinx,gardner,0.2959178956,396
Wilhelm Leibl,15,2016,German,German,Male,White,Not Hispanic or Latinx,gardner,0.2830988093,396
Wilhelm Leibl,16,2020,German,German,Male,White,Not Hispanic or Latinx,gardner,0.281817624,396
Willem de Kooning,6,1975,Dutch-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.3768828117,397
Willem de Kooning,7,1980,Dutch-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.3058682803,397
Willem de Kooning,8,1986,Dutch-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.3134978229,397
Willem de Kooning,9,1991,Dutch-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.3215571776,397
Willem de Kooning,10,1996,Dutch-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.3443948024,397
Willem de Kooning,11,2001,Dutch-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.409689419,397
Willem de Kooning,12,2005,Dutch-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.3153149044,397
Willem de Kooning,13,2009,Dutch-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.4127409736,397
Willem de Kooning,14,2013,Dutch-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.6237652751,397
Willem de Kooning,15,2016,Dutch-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.4694603371,397
Willem de Kooning,16,2020,Dutch-American,Other,Male,White,Not Hispanic or Latinx,gardner,0.4689801178,397
William Blake,2,1936,British,British,Male,White,Not Hispanic or Latinx,gardner,0.7819448794,398
William Blake,3,1948,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5260221025,398
William Blake,4,1959,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5007541072,398
William Blake,7,1980,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3481740782,398
William Blake,8,1986,British,British,Male,White,Not Hispanic or Latinx,gardner,0.2948199599,398
William Blake,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4869424169,398
William Blake,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.525834726,398
William Blake,11,2001,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3696858762,398
William Blake,12,2005,British,British,Male,White,Not Hispanic or Latinx,gardner,0.349983274,398
William Blake,13,2009,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5291479821,398
William Blake,14,2013,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4050513923,398
William Blake,15,2016,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4601515386,398
William Blake,16,2020,British,British,Male,White,Not Hispanic or Latinx,gardner,0.40898073150000003,398
William Henry Fox Talbot,4,1959,British,British,Male,White,Not Hispanic or Latinx,gardner,0.3911661729,399
William Henry Fox Talbot,9,1991,British,British,Male,White,Not Hispanic or Latinx,gardner,0.401054339,399
William Hogarth,5,1970,British,British,Male,White,Not Hispanic or Latinx,gardner,0.7667560322,400
William Hogarth,10,1996,British,British,Male,White,Not Hispanic or Latinx,gardner,0.7323079022,400
William Hogarth,11,2001,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5500118092,400
William Hogarth,14,2013,British,British,Male,White,Not Hispanic or Latinx,gardner,0.5562387315,400
William Hunter,11,2001,Scottish,Other,Male,White,Not Hispanic or Latinx,gardner,0.4609116675,402
William Hunter,12,2005,Scottish,Other,Male,White,Not Hispanic or Latinx,gardner,0.2543259435,402
William Morris,4,1959,British,British,Male,White,Not Hispanic or Latinx,gardner,0.4170751414,403
William Ronald,4,1959,Canadian,Other,Male,White,Not Hispanic or Latinx,gardner,0.2922165365,404
Winslow Homer,2,1936,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4946758534,407
Winslow Homer,3,1948,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4635527247,407
Winslow Homer,4,1959,American,American,Male,White,Not Hispanic or Latinx,gardner,0.5000269324,407
Winslow Homer,7,1980,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3176892767,407
Winslow Homer,8,1986,American,American,Male,White,Not Hispanic or Latinx,gardner,0.50411224,407
Winslow Homer,9,1991,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4203406326,407
Winslow Homer,10,1996,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4130998261,407
Winslow Homer,11,2001,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4443197922,407
Winslow Homer,12,2005,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3747681173,407
Winslow Homer,13,2009,American,American,Male,White,Not Hispanic or Latinx,gardner,0.3824141279,407
Winslow Homer,14,2013,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4155764104,407
Winslow Homer,15,2016,American,American,Male,White,Not Hispanic or Latinx,gardner,0.415153858,407
Winslow Homer,16,2020,American,American,Male,White,Not Hispanic or Latinx,gardner,0.4228184831,407
Wu Guanzhong,14,2013,Chinese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.3725209191,408
Wu Guanzhong,16,2020,Chinese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.3538138193,408
Yayoi Kusama,15,2016,Japanese,Other,Female,Asian,Not Hispanic or Latinx,gardner,0.3371424153,409
Yayoi Kusama,16,2020,Japanese,Other,Female,Asian,Not Hispanic or Latinx,gardner,0.2849625675,409
Yi Chae-Gwan,11,2001,Korean,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2521846953,410
Yokoyama Taikan,11,2001,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.3159837034,411
Yokoyama Taikan,12,2005,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.4502630539,411
Yokoyama Taikan,13,2009,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.4809301465,411
Yosa Buson,6,1975,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.5458818502,412
Yosa Buson,11,2001,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2280054322,412
Yosa Buson,12,2005,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.5795547851,412
Yosa Buson,13,2009,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.3439508113,412
Yosa Buson,14,2013,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.4945217512,412
Yosa Buson,15,2016,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.3400030926,412
Yosa Buson,16,2020,Japanese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.3368618066,412
Zhang Xiaogang,15,2016,Chinese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2571826195,413
Zhang Xiaogang,16,2020,Chinese,Other,Male,Asian,Not Hispanic or Latinx,gardner,0.2774760677,413
A. R. Penck,5,1995,German,German,Male,White,Not Hispanic or Latinx,janson,0.2966567629,1
A. R. Penck,6,2001,German,German,Male,White,Not Hispanic or Latinx,janson,0.2689426351,1
Aaron Siskind,3,1986,American,American,Male,White,Not Hispanic or Latinx,janson,0.2117072388,3
Aaron Siskind,4,1991,American,American,Male,White,Not Hispanic or Latinx,janson,0.2142642966,3
Aaron Siskind,5,1995,American,American,Male,White,Not Hispanic or Latinx,janson,0.2008138087,3
Aaron Siskind,6,2001,American,American,Male,White,Not Hispanic or Latinx,janson,0.1939914089,3
Adolph Gottlieb,5,1995,American,American,Male,White,Not Hispanic or Latinx,janson,0.3457192275,5
Adolph Gottlieb,6,2001,American,American,Male,White,Not Hispanic or Latinx,janson,0.3420043346,5
Adolphe William Bouguereau,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.4830939455,6
Adolphe William Bouguereau,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.3500319195,6
Albert Bierstadt,7,2007,German-American,Other,Male,White,Not Hispanic or Latinx,janson,0.5303039294,7
Albert Pinkham Ryder,7,2007,American,American,Male,White,Not Hispanic or Latinx,janson,0.267092101,8
Albert Pinkham Ryder,8,2011,American,American,Male,White,Not Hispanic or Latinx,janson,0.3021293728,8
Albert Renger-Patzsch,3,1986,German,German,Male,White,Not Hispanic or Latinx,janson,0.1250080839,9
Albert Renger-Patzsch,4,1991,German,German,Male,White,Not Hispanic or Latinx,janson,0.1220966388,9
Albert Renger-Patzsch,5,1995,German,German,Male,White,Not Hispanic or Latinx,janson,0.1170327229,9
Albert Renger-Patzsch,6,2001,German,German,Male,White,Not Hispanic or Latinx,janson,0.1130566815,9
Alexander Cozens,2,1977,British,British,Male,White,Not Hispanic or Latinx,janson,0.3582902553,11
Alexander Cozens,3,1986,British,British,Male,White,Not Hispanic or Latinx,janson,0.3434361874,11
Alexander Cozens,4,1991,British,British,Male,White,Not Hispanic or Latinx,janson,0.4428128796,11
Alexander Cozens,5,1995,British,British,Male,White,Not Hispanic or Latinx,janson,0.3057846633,11
Alexander Cozens,6,2001,British,British,Male,White,Not Hispanic or Latinx,janson,0.2920893373,11
Alexander Gardner,3,1986,Scottish,Other,Male,White,Not Hispanic or Latinx,janson,0.2649700918,12
Alexander Gardner,4,1991,Scottish,Other,Male,White,Not Hispanic or Latinx,janson,0.2714014423,12
Alexander Gardner,5,1995,Scottish,Other,Male,White,Not Hispanic or Latinx,janson,0.2647091115,12
Alexander Gardner,6,2001,Scottish,Other,Male,White,Not Hispanic or Latinx,janson,0.180764722,12
Alexander Rodchenko,7,2007,Russian,Other,Male,White,Not Hispanic or Latinx,janson,0.1972471933,13
Alexander Rodchenko,8,2011,Russian,Other,Male,White,Not Hispanic or Latinx,janson,0.2030544811,13
Alfred Stieglitz,3,1986,American,American,Male,White,Not Hispanic or Latinx,janson,0.7056907961000001,15
Alfred Stieglitz,4,1991,American,American,Male,White,Not Hispanic or Latinx,janson,0.7046914643,15
Alfred Stieglitz,5,1995,American,American,Male,White,Not Hispanic or Latinx,janson,0.6695966934,15
Alfred Stieglitz,6,2001,American,American,Male,White,Not Hispanic or Latinx,janson,0.7825789793,15
Alfred Stieglitz,7,2007,American,American,Male,White,Not Hispanic or Latinx,janson,0.7459824178000001,15
Alfred Stieglitz,8,2011,American,American,Male,White,Not Hispanic or Latinx,janson,0.3567350062,15
Ando Hiroshige,7,2007,Japanese,Other,Male,Asian,Not Hispanic or Latinx,janson,0.3207692061,19
Ando Hiroshige,8,2011,Japanese,Other,Male,Asian,Not Hispanic or Latinx,janson,0.3139006471,19
André Derain,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.326266259,20
André Derain,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.3585333954,20
André Kertész,3,1986,Hungarian,Other,Male,White,Not Hispanic or Latinx,janson,0.1733983099,21
André Kertész,4,1991,Hungarian,Other,Male,White,Not Hispanic or Latinx,janson,0.17056118209999999,21
André Kertész,5,1995,Hungarian,Other,Male,White,Not Hispanic or Latinx,janson,0.1506103565,21
André Kertész,6,2001,Hungarian,Other,Male,White,Not Hispanic or Latinx,janson,0.1974555412,21
André Masson,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.2868168204,22
Andy Warhol,4,1991,American,American,Male,White,Not Hispanic or Latinx,janson,0.4135641026,26
Andy Warhol,5,1995,American,American,Male,White,Not Hispanic or Latinx,janson,0.3820678309,26
Andy Warhol,6,2001,American,American,Male,White,Not Hispanic or Latinx,janson,0.3602697595,26
Andy Warhol,7,2007,American,American,Male,White,Not Hispanic or Latinx,janson,0.5704000802,26
Andy Warhol,8,2011,American,American,Male,White,Not Hispanic or Latinx,janson,0.5467102937,26
Angelica Kauffmann,4,1991,Swiss,Other,Female,White,Not Hispanic or Latinx,janson,0.2475942982,27
Angelica Kauffmann,5,1995,Swiss,Other,Female,White,Not Hispanic or Latinx,janson,0.2418893605,27
Angelica Kauffmann,6,2001,Swiss,Other,Female,White,Not Hispanic or Latinx,janson,0.2292625742,27
Angelica Kauffmann,7,2007,Swiss,Other,Female,White,Not Hispanic or Latinx,janson,0.7327248196,27
Angelica Kauffmann,8,2011,Swiss,Other,Female,White,Not Hispanic or Latinx,janson,0.796522892,27
Anne Louis Girodet Trioson,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,0.4842677157,28
Anne Louis Girodet Trioson,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,0.484033759,28
Anne Louis Girodet Trioson,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.5290105052,28
Anne Louis Girodet Trioson,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.5888906932,28
Annette Lemieux,4,1991,American,American,Female,White,Not Hispanic or Latinx,janson,0.3605081815,29
Annette Lemieux,5,1995,American,American,Female,White,Not Hispanic or Latinx,janson,0.3488161937,29
Ansel Adams,3,1986,American,American,Male,White,Not Hispanic or Latinx,janson,0.512129892,30
Ansel Adams,4,1991,American,American,Male,White,Not Hispanic or Latinx,janson,0.5183155364,30
Ansel Adams,5,1995,American,American,Male,White,Not Hispanic or Latinx,janson,0.4880166748,30
Ansel Adams,6,2001,American,American,Male,White,Not Hispanic or Latinx,janson,0.4646661102,30
Anselm Kiefer,3,1986,German,German,Male,White,Not Hispanic or Latinx,janson,0.291685529,32
Anselm Kiefer,4,1991,German,German,Male,White,Not Hispanic or Latinx,janson,0.3702010902,32
Anselm Kiefer,5,1995,German,German,Male,White,Not Hispanic or Latinx,janson,0.5307222087,32
Anselm Kiefer,6,2001,German,German,Male,White,Not Hispanic or Latinx,janson,0.2733515308,32
Anselm Kiefer,7,2007,German,German,Male,White,Not Hispanic or Latinx,janson,0.4572254611,32
Anselm Kiefer,8,2011,German,German,Male,White,Not Hispanic or Latinx,janson,0.4832762046,32
Antoine Jean Gros,1,1963,French,French,Male,White,Not Hispanic or Latinx,janson,0.2388176002,33
Antoine Jean Gros,1.1,1969,French,French,Male,White,Not Hispanic or Latinx,janson,0.2374526059,33
Antoine Jean Gros,2,1977,French,French,Male,White,Not Hispanic or Latinx,janson,0.2616244682,33
Antoine Jean Gros,3,1986,French,French,Male,White,Not Hispanic or Latinx,janson,0.2963901343,33
Antoine Jean Gros,4,1991,French,French,Male,White,Not Hispanic or Latinx,janson,0.3380614457,33
Antoine Jean Gros,5,1995,French,French,Male,White,Not Hispanic or Latinx,janson,0.3139345743,33
Antoine Jean Gros,6,2001,French,French,Male,White,Not Hispanic or Latinx,janson,0.6501546489,33
Antoine Jean Gros,7,2007,French,French,Male,White,Not Hispanic or Latinx,janson,0.7400003308,33
Antoine Jean Gros,8,2011,French,French,Male,White,Not Hispanic or Latinx,janson,0.73913793,33
Anton Raphael Mengs,7,2007,German,German,Male,White,Not Hispanic or Latinx,janson,0.4158358861,34
Anton Raphael Mengs,8,2011,German,German,Male,White,Not Hispanic or Latinx,janson,0.5919970017,34
Antonio Sant'Elia,7,2007,Italian,Other,Male,White,Not Hispanic or Latinx,janson,0.2321696472,35
Arshile Gorky,2,1977,Armenian-American,Other,Male,White,Not Hispanic or Latinx,janson,0.848217538,37
Arshile Gorky,3,1986,Armenian-American,Other,Male,White,Not Hispanic or Latinx,janson,0.8632950738,37
Arshile Gorky,4,1991,Armenian-American,Other,Male,White,Not Hispanic or Latinx,janson,0.3802341009,37
Arshile Gorky,5,1995,Armenian-American,Other,Male,White,Not Hispanic or Latinx,janson,0.3680499838,37
Arshile Gorky,6,2001,Armenian-American,Other,Male,White,Not Hispanic or Latinx,janson,0.3520818104,37
Arshile Gorky,7,2007,Armenian-American,Other,Male,White,Not Hispanic or Latinx,janson,0.5552023456,37
Arshile Gorky,8,2011,Armenian-American,Other,Male,White,Not Hispanic or Latinx,janson,0.6703086735,37
Arthur Dove,4,1991,American,American,Male,White,Not Hispanic or Latinx,janson,0.1824647541,39
Arthur Dove,5,1995,American,American,Male,White,Not Hispanic or Latinx,janson,0.1703331413,39
Arthur Dove,6,2001,American,American,Male,White,Not Hispanic or Latinx,janson,0.16895518,39
