ArtistName,EditionNumber,NumberofWorldCatPublications,ArtistUniqueID ,ArtistNationality,ArtistGender,ArtistRace,ArtistEthnicity,TitleofWork,Year,WidthofActualWork(cm),HeightofWorkinJanson(cm),WidthofWorkinJanson(cm),LengthofText(cm),WidthofText(cm),AreaWorkinJanson(cm^2),AreaTextinJanson(cm^2),TotalSpace(cm^2),PageArea(cm^2),SpaceRatioPerPage,Book,,,,,,,,,,,WidthofActualWork(in),,HeightofWorkinJanson(in inches),WidthofWorkinJanson(in),LengthofText(in),WidthofText(in)
John Cotman,5,,137,British,Male,White,Not Hispanic or Latinx,Durham Cathedral,1995,33.02,11.43,8.89,13.335,8.89,101.6127,118.54815,220.16085,618.45,0.3559881154,janson,,,,,,,,,,,13,,4.5,3.5,5.25,3.5
John Cotman,6,,137,British,Male,White,Not Hispanic or Latinx,Durham Cathedral,2001,33.02,11.43,8.89,11.43,8.89,101.6127,101.6127,203.2254,640.2,0.3174404873,janson,,,,,,,,,,,13,,4.5,3.5,4.5,3.5
John Everett Millais,7,,138,British,Male,White,Not Hispanic or Latinx,Christ in the Carpenter's Shop (Christ in the House of His Parents),2007,139.7,7.62,12.3825,10.795,8.89,94.35465,95.96755,190.3222,623.5,0.3052481155,janson,,,,,,,,,,,55,,3,4.875,4.25,3.5
John Everett Millais,8,,138,British,Male,White,Not Hispanic or Latinx,Christ in the Carpenter's Shop (Christ in the House of His Parents),2011,139.7,9.525,15.24,11.1125,8.89,145.161,98.790125,243.951125,616.59,0.3956456073,janson,,,,,,,,,,,55,,3.75,6,4.375,3.5
John Heartfield,3,,139,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",1986,#VALUE!,11.7475,8.255,5.08,8.89,96.9756125,45.1612,142.1368125,599.96,0.2369104815,janson,,,,,,,,,,,N/A,,4.625,3.25,2,3.5
John Heartfield,4,,139,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",1991,#VALUE!,12.065,8.255,5.08,8.89,99.596575,45.1612,144.757775,592.8,0.2441932777,janson,,,,,,,,,,,N/A,,4.75,3.25,2,3.5
John Heartfield,5,,139,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",1995,#VALUE!,11.7475,8.255,5.08,8.89,96.9756125,45.1612,142.1368125,618.45,0.2298274921,janson,,,,,,,,,,,N/A,,4.625,3.25,2,3.5
John Heartfield,6,,139,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",2001,#VALUE!,11.7475,8.255,5.08,8.89,96.9756125,45.1612,142.1368125,640.2,0.2220193885,janson,,,,,,,,,,,N/A,,4.625,3.25,2,3.5
John Heartfield,7,,139,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",2007,#VALUE!,11.7475,8.255,5.715,8.89,96.9756125,50.80635,147.7819625,623.5,0.237019988,janson,,,,,,,,,,,N/A,,4.625,3.25,2.25,3.5
John Heartfield,8,,139,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",2011,#VALUE!,13.335,9.2075,5.715,8.89,122.7820125,50.80635,173.5883625,616.59,0.2815296429,janson,,,,,,,,,,,N/A,,5.25,3.625,2.25,3.5
John Singer Sargent,7,,141,American,Male,White,Not Hispanic or Latinx,Mr. and Mrs. I.N. Phelps Stokes,2007,100.965,15.875,7.3025,15.24,8.89,115.9271875,135.4836,251.4107875,623.5,0.403225,janson,,,,,,,,,,,39.75,,6.25,2.875,6,3.5
John Singer Sargent,8,,141,American,Male,White,Not Hispanic or Latinx,Mr. and Mrs. I.N. Phelps Stokes,2011,100.965,15.875,7.3025,26.035,8.89,115.9271875,231.45115,347.3783375,616.59,0.5633862656,janson,,,,,,,,,,,39.75,,6.25,2.875,10.25,3.5
John Singleton Copley,1,,142,American,Male,White,Not Hispanic or Latinx,Mrs. Thomas Boylston,1963,102.87,10.16,8.255,5.715,8.255,83.8708,47.177325,131.048125,631.47,0.2075286633,janson,,,,,,,,,,,40.5,,4,3.25,2.25,3.25
John Singleton Copley,1,,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1963,229.235,7.62,9.525,10.16,8.255,72.5805,83.8708,156.4513,631.47,0.2477572965,janson,,,,,,,,,,,90.25,,3,3.75,4,3.25
John Singleton Copley,1.1,,142,American,Male,White,Not Hispanic or Latinx,Mrs. Thomas Boylston,1969,102.87,10.16,8.255,5.715,8.255,83.8708,47.177325,131.048125,635.1,0.2063425051,janson,,,,,,,,,,,40.5,,4,3.25,2.25,3.25
John Singleton Copley,1.1,,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1969,229.235,7.62,9.525,10.16,8.255,72.5805,83.8708,156.4513,635.1,0.2463412061,janson,,,,,,,,,,,90.25,,3,3.75,4,3.25
John Singleton Copley,2,,142,American,Male,White,Not Hispanic or Latinx,Mrs. Thomas Boylston,1977,102.87,10.4775,8.255,5.715,8.255,86.4917625,47.177325,133.6690875,611.1,0.2187352111,janson,,,,,,,,,,,40.5,,4.125,3.25,2.25,3.25
John Singleton Copley,2,,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1977,229.235,7.62,9.525,10.16,8.255,72.5805,83.8708,156.4513,611.1,0.256015873,janson,,,,,,,,,,,90.25,,3,3.75,4,3.25
John Singleton Copley,3,,142,American,Male,White,Not Hispanic or Latinx,Mrs. Thomas Boylston,1986,102.87,8.4455,6.985,5.08,8.89,58.9918175,45.1612,104.1530175,599.96,0.1735999358,janson,,,,,,,,,,,40.5,,3.325,2.75,2,3.5
John Singleton Copley,3,,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1986,229.235,8.4455,10.795,10.16,8.89,91.1691725,90.3224,181.4915725,599.96,0.3025061212,janson,,,,,,,,,,,90.25,,3.325,4.25,4,3.5
John Singleton Copley,4,,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1991,229.235,13.335,16.51,12.7,8.89,220.16085,112.903,333.06385,592.8,0.5618485999,janson,,,,,,,,,,,90.25,,5.25,6.5,5,3.5
John Singleton Copley,5,,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1995,229.235,13.335,16.51,12.065,8.89,220.16085,107.25785,327.4187,618.45,0.529418223,janson,,,,,,,,,,,90.25,,5.25,6.5,4.75,3.5
John Singleton Copley,6,,142,American,Male,White,Not Hispanic or Latinx,Paul Revere,2001,72.39,10.4775,8.89,15.24,8.89,93.144975,135.4836,228.628575,640.2,0.3571205483,janson,,,,,,,,,,,28.5,,4.125,3.5,6,3.5
John Singleton Copley,6,,142,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,2001,184.15,13.0175,16.51,10.16,8.89,214.918925,90.3224,305.241325,640.2,0.4767905733,janson,,,,,,,,,,,72.5,,5.125,6.5,4,3.5
John Thomson,7,,143,Scottish,Male,White,Not Hispanic or Latinx,The Crawlers,2007,#VALUE!,10.795,8.255,12.7,8.89,89.112725,112.903,202.015725,623.5,0.3240027666,janson,,,,,,,,,,,N/A,,4.25,3.25,5,3.5
John Thomson,8,,143,Scottish,Male,White,Not Hispanic or Latinx,The Crawlers,2011,#VALUE!,12.3825,9.2075,3.81,8.89,114.0118688,33.8709,147.8827688,616.59,0.2398397132,janson,,,,,,,,,,,N/A,,4.875,3.625,1.5,3.5
José Clemente Orozco,1,,144,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1963,#VALUE!,13.335,8.255,2.54,8.255,110.080425,20.9677,131.048125,631.47,0.2075286633,janson,,,,,,,,,,,N/A,,5.25,3.25,1,3.25
José Clemente Orozco,1.1,,144,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1969,#VALUE!,13.335,8.255,2.54,8.255,110.080425,20.9677,131.048125,635.1,0.2063425051,janson,,,,,,,,,,,N/A,,5.25,3.25,1,3.25
José Clemente Orozco,2,,144,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1977,#VALUE!,13.6525,8.255,14.605,8.255,112.7013875,120.564275,233.2656625,611.1,0.381714388,janson,,,,,,,,,,,N/A,,5.375,3.25,5.75,3.25
José Clemente Orozco,3,,144,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1986,#VALUE!,13.97,8.89,9.525,8.89,124.1933,84.67725,208.87055,599.96,0.3481407927,janson,,,,,,,,,,,N/A,,5.5,3.5,3.75,3.5
José Clemente Orozco,4,,144,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1991,#VALUE!,14.2875,8.5725,9.525,8.89,122.4795938,84.67725,207.1568438,592.8,0.3494548646,janson,,,,,,,,,,,N/A,,5.625,3.375,3.75,3.5
José Clemente Orozco,5,,144,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1995,#VALUE!,12.7,8.5725,8.89,8.89,108.87075,79.0321,187.90285,618.45,0.3038286846,janson,,,,,,,,,,,N/A,,5,3.375,3.5,3.5
José Clemente Orozco,6,,144,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),2001,#VALUE!,13.0175,8.89,8.89,8.89,115.725575,79.0321,194.757675,640.2,0.3042138004,janson,,,,,,,,,,,N/A,,5.125,3.5,3.5,3.5
Josef Albers,5,,145,German,Male,White,Not Hispanic or Latinx,Homage to the Square: Apparition,1995,120.65,8.5725,8.5725,10.16,8.89,73.48775625,90.3224,163.8101563,618.45,0.2648721097,janson,,,,,,,,,,,47.5,,3.375,3.375,4,3.5
Josef Albers,6,,145,German,Male,White,Not Hispanic or Latinx,Homage to the Square: Apparition,2001,120.65,10.795,10.795,10.16,8.89,116.532025,90.3224,206.854425,640.2,0.3231090675,janson,,,,,,,,,,,47.5,,4.25,4.25,4,3.5
Josef Sudek,5,,146,Czech,Male,White,Not Hispanic or Latinx,View from Studio Window in Winter,1995,28.09875,10.16,12.7,10.16,8.89,129.032,90.3224,219.3544,618.45,0.3546841297,janson,,,,,,,,,,,11.0625,,4,5,4,3.5
Josef Sudek,6,,146,Czech,Male,White,Not Hispanic or Latinx,View from Studio Window in Winter,2001,28.11145,10.16,12.3825,10.16,8.89,125.8062,90.3224,216.1286,640.2,0.3375954389,janson,,,,,,,,,,,11.0675,,4,4.875,4,3.5
Joseph Mallord William Turner,1,,148,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,1963,121.92,17.145,22.86,25.4,8.255,391.9347,209.677,601.6117,631.47,0.9527162019,janson,,,,,,,,,,,48,,6.75,9,10,3.25
Joseph Mallord William Turner,1.1,,148,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,1969,121.92,17.145,22.86,25.4,8.255,391.9347,209.677,601.6117,635.1,0.9472708235,janson,,,,,,,,,,,48,,6.75,9,10,3.25
Joseph Mallord William Turner,2,,148,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,1977,121.92,16.8275,22.86,27.94,8.255,384.67665,230.6447,615.32135,611.1,1.006907789,janson,,,,,,,,,,,48,,6.625,9,11,3.25
Joseph Mallord William Turner,3,,148,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,1986,121.92,16.8275,22.86,19.685,8.89,384.67665,174.99965,559.6763,599.96,0.9328560237,janson,,,,,,,,,,,48,,6.625,9,7.75,3.5
Joseph Mallord William Turner,4,,148,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,1991,121.92,10.16,13.6525,26.67,8.89,138.7094,237.0963,375.8057,592.8,0.6339502362,janson,,,,,,,,,,,48,,4,5.375,10.5,3.5
Joseph Mallord William Turner,5,,148,British,Male,White,Not Hispanic or Latinx,"Rain, Steam and Speed - The Great Western Railway",1995,121.92,11.43,15.24,5.08,8.89,174.1932,45.1612,219.3544,618.45,0.3546841297,janson,,,,,,,,,,,48,,4.5,6,2,3.5
Joseph Mallord William Turner,5,,148,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,1995,121.92,10.16,13.335,27.94,8.89,135.4836,248.3866,383.8702,618.45,0.6206972269,janson,,,,,,,,,,,48,,4,5.25,11,3.5
Joseph Mallord William Turner,6,,148,British,Male,White,Not Hispanic or Latinx,"Rain, Steam and Speed - The Great Western Railway",2001,121.92,11.43,15.24,5.715,8.89,174.1932,50.80635,224.99955,640.2,0.3514519681,janson,,,,,,,,,,,48,,4.5,6,2.25,3.5
Joseph Mallord William Turner,6,,148,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,2001,121.92,10.16,13.335,27.94,8.89,135.4836,248.3866,383.8702,640.2,0.5996098094,janson,,,,,,,,,,,48,,4,5.25,11,3.5
Joseph Mallord William Turner,7,,148,British,Male,White,Not Hispanic or Latinx,Sandstorm: Hannibal and His Army Crossing the Alps,2007,236.22,11.1125,18.0975,32.385,8.89,201.1084688,287.90265,489.0111188,623.5,0.7843001103,janson,,,,,,,,,,,93,,4.375,7.125,12.75,3.5
Joseph Mallord William Turner,7,,148,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,2007,121.92,10.795,14.2875,19.685,8.89,154.2335625,174.99965,329.2332125,623.5,0.528040437,janson,,,,,,,,,,,48,,4.25,5.625,7.75,3.5
Joseph Mallord William Turner,8,,148,British,Male,White,Not Hispanic or Latinx,Snowstorm: Hannibal and His Army Crossing the Alps,2011,236.22,12.065,19.3675,30.48,8.89,233.6688875,270.9672,504.6360875,616.59,0.8184305414,janson,,,,,,,,,,,93,,4.75,7.625,12,3.5
Joseph Mallord William Turner,8,,148,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,2011,121.92,11.7475,15.5575,20.32,8.89,182.7617313,180.6448,363.4065313,616.59,0.5893811629,janson,,,,,,,,,,,48,,4.625,6.125,8,3.5
Joseph Nicéphore Niépce,3,,149,French,Male,White,Not Hispanic or Latinx,View from His Window at Le Gras,1986,20.0025,7.9375,10.16,2.54,8.89,80.645,22.5806,103.2256,599.96,0.1720541369,janson,,,,,,,,,,,7.875,,3.125,4,1,3.5
Joseph Nicéphore Niépce,4,,149,French,Male,White,Not Hispanic or Latinx,View from His Window at Le Gras,1991,20.0025,8.255,9.8425,4.1275,8.89,81.2498375,36.693475,117.9433125,592.8,0.1989597039,janson,,,,,,,,,,,7.875,,3.25,3.875,1.625,3.5
Joseph Nicéphore Niépce,5,,149,French,Male,White,Not Hispanic or Latinx,View from His Window at Le Gras,1995,20.0025,7.62,9.8425,4.1275,8.89,74.99985,36.693475,111.693325,618.45,0.1806020293,janson,,,,,,,,,,,7.875,,3,3.875,1.625,3.5
Joseph Nicéphore Niépce,6,,149,French,Male,White,Not Hispanic or Latinx,View from His Window at Le Gras,2001,20.0025,6.985,8.89,11.43,8.89,62.09665,101.6127,163.70935,640.2,0.2557159481,janson,,,,,,,,,,,7.875,,2.75,3.5,4.5,3.5
Joseph Stella,1,,150,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,1963,193.04,10.795,9.8425,2.54,8.255,106.2497875,20.9677,127.2174875,631.47,0.2014624408,janson,,,,,,,,,,,76,,4.25,3.875,1,3.25
Joseph Stella,1.1,,150,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,1969,193.04,10.795,9.8425,2.54,8.255,106.2497875,20.9677,127.2174875,635.1,0.200310955,janson,,,,,,,,,,,76,,4.25,3.875,1,3.25
Joseph Stella,2,,150,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,1977,193.04,19.685,17.78,7.62,8.255,349.9993,62.9031,412.9024,611.1,0.6756707577,janson,,,,,,,,,,,76,,7.75,7,3,3.25
Joseph Stella,3,,150,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,1986,193.04,19.685,17.78,3.175,8.89,349.9993,28.22575,378.22505,599.96,0.6304171111,janson,,,,,,,,,,,76,,7.75,7,1.25,3.5
Joseph Stella,4,,150,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,1991,193.04,12.065,10.795,2.54,8.89,130.241675,22.5806,152.822275,592.8,0.25779736,janson,,,,,,,,,,,76,,4.75,4.25,1,3.5
Joseph Stella,5,,150,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,1995,193.04,12.065,10.795,12.7,8.89,130.241675,112.903,243.144675,618.45,0.3931517099,janson,,,,,,,,,,,76,,4.75,4.25,5,3.5
Joseph Stella,6,,150,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,2001,193.04,12.065,10.795,12.7,8.89,130.241675,112.903,243.144675,640.2,0.3797948688,janson,,,,,,,,,,,76,,4.75,4.25,5,3.5
Joseph Stella,7,,150,Italian-American,Male,White,Not Hispanic or Latinx,"The Voice of the City, New York Interpreted",2007,685.8,11.1125,27.94,18.415,8.89,310.48325,163.70935,474.1926,623.5,0.7605334403,janson,,,,,,,,,,,270,,4.375,11,7.25,3.5
Joseph Stella,8,,150,Italian-American,Male,White,Not Hispanic or Latinx,"The Voice of the City, New York Interpreted",2011,685.8,13.0175,35.56,18.415,8.89,462.9023,163.70935,626.61165,616.59,1.016253345,janson,,,,,,,,,,,270,,5.125,14,7.25,3.5
Joseph Wright of Derby,7,,151,British,Male,White,Not Hispanic or Latinx,An Experiment on a Bird in the Air-Pump,2007,243.84,8.89,11.7475,21.59,8.89,104.435275,191.9351,296.370375,623.5,0.4753334002,janson,,,,,,,,,,,96,,3.5,4.625,8.5,3.5
Joseph Wright of Derby,7,,151,British,Male,White,Not Hispanic or Latinx,The Widow of an Indian Chief Watching the Arms of Her Deceased Husband,2007,127,8.89,11.43,14.605,8.89,101.6127,129.83845,231.45115,623.5,0.3712127506,janson,,,,,,,,,,,50,,3.5,4.5,5.75,3.5
Joseph Wright of Derby,8,,151,British,Male,White,Not Hispanic or Latinx,The Old Man and Death,2011,127.17145,10.795,13.335,21.2725,8.89,143.951325,189.112525,333.06385,616.59,0.5401706969,janson,,,,,,,,,,,50.0675,,4.25,5.25,8.375,3.5
Julia Margaret Cameron,3,,153,British,Female,White,Not Hispanic or Latinx,Portrait of Ellen Terry,1986,#VALUE!,7.3025,7.3025,5.08,8.89,53.32650625,45.1612,98.48770625,599.96,0.1641571209,janson,,,,,,,,,,,N/A,,2.875,2.875,2,3.5
Julia Margaret Cameron,4,,153,British,Female,White,Not Hispanic or Latinx,Portrait of Ellen Terry,1991,#VALUE!,9.8425,9.525,5.08,8.89,93.7498125,45.1612,138.9110125,592.8,0.234330318,janson,,,,,,,,,,,N/A,,3.875,3.75,2,3.5
Julia Margaret Cameron,5,,153,British,Female,White,Not Hispanic or Latinx,Portrait of Ellen Terry,1995,23.97125,9.8425,9.8425,5.08,8.89,96.87480625,45.1612,142.0360063,618.45,0.2296644939,janson,,,,,,,,,,,9.4375,,3.875,3.875,2,3.5
Julia Margaret Cameron,6,,153,British,Female,White,Not Hispanic or Latinx,"Ellen Terry, at the Age of Sixteen",2001,24.13,9.525,9.525,5.08,8.89,90.725625,45.1612,135.886825,640.2,0.2122568338,janson,,,,,,,,,,,9.5,,3.75,3.75,2,3.5
Julia Margaret Cameron,7,,153,British,Female,White,Not Hispanic or Latinx,Sister Spirits,2007,26.67,10.16,8.89,28.575,8.89,90.3224,254.03175,344.35415,623.5,0.5522921411,janson,,,,,,,,,,,10.5,,4,3.5,11.25,3.5
Julia Margaret Cameron,8,,153,British,Female,White,Not Hispanic or Latinx,Sister Spirits,2011,26.67,12.065,10.16,23.495,8.89,122.5804,208.87055,331.45095,616.59,0.5375548582,janson,,,,,,,,,,,10.5,,4.75,4,9.25,3.5
Julian Schnabel,8,,154,American,Male,White,Not Hispanic or Latinx,The Exile,2011,304.8,10.16,15.5575,19.05,8.89,158.0642,169.3545,327.4187,616.59,0.5310152614,janson,,,,,,,,,,,120,,4,6.125,7.5,3.5
Karel Appel,3,,155,Dutch,Male,White,Not Hispanic or Latinx,Burned Face,1986,200.025,23.495,17.78,8.89,8.89,417.7411,79.0321,496.7732,599.96,0.828010534,janson,,,,,,,,,,,78.75,,9.25,7,3.5,3.5
Karel Appel,4,,155,Dutch,Male,White,Not Hispanic or Latinx,Burned Face,1991,200.025,11.43,8.5725,9.525,8.89,97.983675,84.67725,182.660925,592.8,0.3081324646,janson,,,,,,,,,,,78.75,,4.5,3.375,3.75,3.5
Karel Appel,5,,155,Dutch,Male,White,Not Hispanic or Latinx,Burned Face,1995,200.025,11.43,8.5725,8.89,8.89,97.983675,79.0321,177.015775,618.45,0.2862248767,janson,,,,,,,,,,,78.75,,4.5,3.375,3.5,3.5
Käthe Kollwitz,4,,156,German,Female,White,Not Hispanic or Latinx,Never Again War!,1991,#VALUE!,9.2075,7.3025,6.35,8.89,67.23776875,56.4515,123.6892688,592.8,0.2086526126,janson,,,,,,,,,,,N/A,,3.625,2.875,2.5,3.5
Käthe Kollwitz,5,,156,German,Female,White,Not Hispanic or Latinx,Never Again War!,1995,#VALUE!,8.5725,6.985,7.62,8.89,59.8789125,67.7418,127.6207125,618.45,0.2063557482,janson,,,,,,,,,,,N/A,,3.375,2.75,3,3.5
Käthe Kollwitz,6,,156,German,Female,White,Not Hispanic or Latinx,Never Again War!,2001,69.85,9.2075,6.985,8.255,8.89,64.3143875,73.38695,137.7013375,640.2,0.2150911239,janson,,,,,,,,,,,27.5,,3.625,2.75,3.25,3.5
Käthe Kollwitz,7,,156,German,Female,White,Not Hispanic or Latinx,Never Again War!,2007,69.85,12.7,9.525,10.16,8.89,120.9675,90.3224,211.2899,623.5,0.3388771451,janson,,,,,,,,,,,27.5,,5,3.75,4,3.5
Käthe Kollwitz,8,,156,German,Female,White,Not Hispanic or Latinx,Never Again War!,2011,69.85,12.3825,9.2075,11.43,8.89,114.0118688,101.6127,215.6245688,616.59,0.3497049397,janson,,,,,,,,,,,27.5,,4.875,3.625,4.5,3.5
Kay WalkingStick,5,,157,American,Female,American Indian or Alaska Native,Not Hispanic or Latinx,On the Edge,1995,162.56,8.89,18.0975,9.525,8.89,160.886775,84.67725,245.564025,618.45,0.3970636672,janson,,,,,,,,,,,64,,3.5,7.125,3.75,3.5
Kay WalkingStick,6,,157,American,Female,American Indian or Alaska Native,Not Hispanic or Latinx,On the Edge,2001,162.56,8.89,18.0975,9.525,8.89,160.886775,84.67725,245.564025,640.2,0.3835739222,janson,,,,,,,,,,,64,,3.5,7.125,3.75,3.5
Kazimir Malevich,3,,158,Russian,Male,White,Not Hispanic or Latinx,Black Quadrilateral,1986,43.18,12.065,8.255,20.32,8.89,99.596575,180.6448,280.241375,599.96,0.4671000983,janson,,,,,,,,,,,17,,4.75,3.25,8,3.5
Kazimir Malevich,4,,158,Russian,Male,White,Not Hispanic or Latinx,Black Quadrilateral,1991,43.18,10.795,8.255,16.51,8.89,89.112725,146.7739,235.886625,592.8,0.3979194079,janson,,,,,,,,,,,17,,4.25,3.25,6.5,3.5
Kazimir Malevich,4,,158,Russian,Male,White,Not Hispanic or Latinx,Suprematist Composition: White on White,1991,79.375,8.89,8.5725,5.08,8.89,76.209525,45.1612,121.370725,592.8,0.2047414389,janson,,,,,,,,,,,31.25,,3.5,3.375,2,3.5
Kazimir Malevich,5,,158,Russian,Male,White,Not Hispanic or Latinx,Black Quadrilateral,1995,43.18,10.795,8.255,15.24,8.89,89.112725,135.4836,224.596325,618.45,0.3631600372,janson,,,,,,,,,,,17,,4.25,3.25,6,3.5
Kazimir Malevich,5,,158,Russian,Male,White,Not Hispanic or Latinx,Suprematist Composition: White on White,1995,79.375,8.89,8.89,6.0325,8.89,79.0321,53.628925,132.661025,618.45,0.2145056593,janson,,,,,,,,,,,31.25,,3.5,3.5,2.375,3.5
Kazimir Malevich,6,,158,Russian,Male,White,Not Hispanic or Latinx,Suprematist Composition,2001,79.375,8.89,8.89,12.7,8.89,79.0321,112.903,191.9351,640.2,0.2998049047,janson,,,,,,,,,,,31.25,,3.5,3.5,5,3.5
Kazimir Malevich,7,,158,Russian,Male,White,Not Hispanic or Latinx,Suprematist Composition: Airplane Flying,2007,48.26,11.7475,9.525,23.495,8.89,111.8949375,208.87055,320.7654875,623.5,0.5144594828,janson,,,,,,,,,,,19,,4.625,3.75,9.25,3.5
Kazimir Malevich,8,,158,Russian,Male,White,Not Hispanic or Latinx,Suprematist Composition: Airplane Flying,2011,48.26,12.3825,10.16,26.67,8.89,125.8062,237.0963,362.9025,616.59,0.5885637133,janson,,,,,,,,,,,19,,4.875,4,10.5,3.5
Kenneth J. Butler,1.1,,159,American,Male,White,Not Hispanic or Latinx,Cherrie V,1969,50.8,10.795,8.255,5.715,8.255,89.112725,47.177325,136.29005,635.1,0.2145962053,janson,,,,,,,,,,,20,,4.25,3.25,2.25,3.25
Kenneth J. Butler,2,,159,American,Male,White,Not Hispanic or Latinx,Cherrie V,1977,50.8,10.795,8.255,8.255,8.255,89.112725,68.145025,157.25775,611.1,0.2573355425,janson,,,,,,,,,,,20,,4.25,3.25,3.25,3.25
Larry Rivers,2,,160,American,Male,White,Not Hispanic or Latinx,Europe II,1977,121.92,21.59,18.415,7.62,8.255,397.57985,62.9031,460.48295,611.1,0.7535312551,janson,,,,,,,,,,,48,,8.5,7.25,3,3.25
Larry Rivers,3,,160,American,Male,White,Not Hispanic or Latinx,Europe II,1986,121.92,21.59,19.05,6.35,8.89,411.2895,56.4515,467.741,599.96,0.779620308,janson,,,,,,,,,,,48,,8.5,7.5,2.5,3.5
Larry Rivers,4,,160,American,Male,White,Not Hispanic or Latinx,Europe II,1991,121.92,11.43,9.8425,7.62,8.89,112.499775,67.7418,180.241575,592.8,0.3040512399,janson,,,,,,,,,,,48,,4.5,3.875,3,3.5
Larry Rivers' family member,2,,161,American,Male,White,Not Hispanic or Latinx,The Great Uncle and Cousins of Larry Rivers in Poland,1977,#VALUE!,12.065,9.525,0.635,8.255,114.919125,5.241925,120.16105,611.1,0.1966307478,janson,,,,,,,,,,,N/A,,4.75,3.75,0.25,3.25
László Moholy-Nagy,3,,162,Hungarian,Male,White,Not Hispanic or Latinx,Untitled  ,1986,40.005,10.795,8.89,8.255,8.89,95.96755,73.38695,169.3545,599.96,0.2822763184,janson,,,,,,,,,,,15.75,,4.25,3.5,3.25,3.5
László Moholy-Nagy,4,,162,Hungarian,Male,White,Not Hispanic or Latinx,Untitled,1991,40.005,10.795,8.89,8.255,8.89,95.96755,73.38695,169.3545,592.8,0.2856857287,janson,,,,,,,,,,,15.75,,4.25,3.5,3.25,3.5
László Moholy-Nagy,5,,162,Hungarian,Male,White,Not Hispanic or Latinx,Untitled,1995,40.005,10.795,8.255,8.255,8.89,89.112725,73.38695,162.499675,618.45,0.2627531328,janson,,,,,,,,,,,15.75,,4.25,3.25,3.25,3.5
László Moholy-Nagy,6,,162,Hungarian,Male,White,Not Hispanic or Latinx,Untitled,2001,40.005,10.795,8.89,6.985,8.89,95.96755,62.09665,158.0642,640.2,0.2468981568,janson,,,,,,,,,,,15.75,,4.25,3.5,2.75,3.5
Lee Krasner,3,,163,American,Female,White,Not Hispanic or Latinx,Celebration,1986,499.11,5.715,11.43,6.985,8.89,65.32245,62.09665,127.4191,599.96,0.2123793253,janson,,,,,,,,,,,196.5,,2.25,4.5,2.75,3.5
Lee Krasner,4,,163,American,Female,White,Not Hispanic or Latinx,Celebration,1991,499.11,6.35,12.7,6.35,8.89,80.645,56.4515,137.0965,592.8,0.2312693995,janson,,,,,,,,,,,196.5,,2.5,5,2.5,3.5
