Yearof Publication,Artist,CountToDate,TotalAreaText(cm^2)
,Marlene Dumas,1,
,Markus Lüpertz,1,
,Markus Copper,1,
,Mark Trayle,1,
,Mark Tobey,1,
2009,Mark Tansey,6,78.12
2005,Mark Tansey,5,64.97
2001,Mark Tansey,4,67.5
1996,Mark Tansey,3,178.2
1991,Mark Tansey,2,154.56
1986,Mark Tansey,1,163.8
,Mark Steinmetz,1,
,Mark Stahl,1,
2020,Mark Rothko,11,158.1
2016,Mark Rothko,10,122.36
2013,Mark Rothko,9,119.04
2009,Mark Rothko,8,116.07
2005,Mark Rothko,7,122.82
2001,Mark Rothko,6,139.5
1996,Mark Rothko,5,109.8
1991,Mark Rothko,4,106.68
1986,Mark Rothko,3,75.6
1980,Mark Rothko,2,73.08
1975,Mark Rothko,1,71.4
,Mark Robbins,1,
,Mark Parr,1,
,Mark Milloff,1,
,Mark Lewis,1,
,Mark Klett,1,
,Mark Innerst,1,
,Mark Grotjahn,1,
,Mark Felger,1,
,Mark Feldstein,1,
,Mark Dion,1,
,Mark di Suvero,1,
,Mark Dendy,1,
,Mark Cohen,1,
,Mark Bradford,1,
,Mark Boulos,1,
,Mark Beasley,1,
,Mark Andrews,1,
,Mark Adams,1,
,Marjorie Strider,1,
,Marisol (Marisol Escobar),1,
,Marion Palfi,1,
,Marion Barling,1,
,Mario Merz,1,
,Mario Gandelsonas,1,
,Mario Dubsky,1,
,Mário de Andrade,1,
,Mario Corbett,1,
,Mario Castro,1,
1948,Mario Carreño,1,38.35
,Mario Botta,1,
,Mario Bellini,1,
,Mario Asnago,1,
,Mario Alonso,1,
,Mario Airo,1,
,Marina Cappalletto,1,
,Marina Abramović,1,
,Marilyn Reynolds,1,
,Marilyn Minter,1,
,Marilyn Lerner,1,
,Marilyn Church,1,
,Marilyn Belford,1,
,Marilyn Anderson,1,
,Marie-Jose Burki,1,
,Marie-Jean Beraud-Villars,1,
,Marie Menken,1,
,Marie Laurencin,1,
,Marie Cosindas,1,
,Marie Barrett,1,
,Marie Andre,1,
,Marianne Heske,1,
,Marianne Blankenberg,1,
,Maria Wasko,1,
,Maria van Daalen,1,
,Maria Martins,1,
,Maria Lassnig,1,
,Maria Gonzalez,1,
,Maria Friberg,1,
,Maria Fernanda Cardoso,1,
,Maria Benktzon,1,
,Maria Austria,1,
,Margot Lovejoy,1,
,Margia Kramer,1,
,Margarita Quesada,1,
,Margaret Leng Tan,1,
,Margaret Lee,1,
,Margaret Dragu,1,
,Margaret C. Anderson,1,
2020,Margaret Bourke-White,3,159.48
2016,Margaret Bourke-White,2,149.85
2013,Margaret Bourke-White,1,142.29
,Marepe,1,
,Marcus Leatherdale,1,
,Marcus Behmer,1,
,Marcos Kurtycz,1,
,Marcos de Azevedo Acayaba,1,
,Marco Fusinato,1,
,Marco Castillo Blanco,1,
,Marco Castillo,1,
,Marco Bonelli,1,
,Marco Bagnoli,1,
,Marcin Stajewski,1,
,Marcia Hafif,1,
,Marcia Grostein,1,
,Marcelo Bonevardi,1,
,Marcello Nizzoli,1,
,Marcello Boccacci,1,
2020,Marcel Duchamp,12,327.36
2016,Marcel Duchamp,11,483.92
2013,Marcel Duchamp,10,354.33
2009,Marcel Duchamp,9,257.61
2005,Marcel Duchamp,8,206.48
2001,Marcel Duchamp,7,75.6
1996,Marcel Duchamp,6,275.4
1991,Marcel Duchamp,5,273
1986,Marcel Duchamp,4,71.4
1980,Marcel Duchamp,3,67.2
1975,Marcel Duchamp,2,53.9
1970,Marcel Duchamp,1,55.2
,Marcel Broodthaers,1,
,Marcel Breuer,1,
,Marc Newson,1,
,Marc Lida,1,
,Marc Leuthold,1,
,Marc Lester Yu,1,
,Marc Corbin,1,
1996,Marc Chagall,7,126
1991,Marc Chagall,6,136.92
1986,Marc Chagall,5,94.08
1980,Marc Chagall,4,121.8
1975,Marc Chagall,3,122.5
1970,Marc Chagall,2,120.75
1959,Marc Chagall,1,112.85
,Marc Blane,1,
,Marc Balet,1,
,Marc Allégret,1,
,MAP Office,1,
,Manuel Manilla,1,
,Manuel Macarrulla,1,
,Manuel Francisco Lisboa,1,
,Manuel Álvarez Bravo,1,
,Manuel Acevedo,1,
,Manon de Boer,1,
,Manny Farber,1,
,Mandy Ming-Yin Yim,1,
,Man Ray (Emmanuel Radnitzky),1,
,Malvina Hoffman,1,
,Malinda Beeman,1,
,Malcolm Sayer,1,
,Malcolm Morley,1,
,Malcolm Goldstein,1,
,Malcolm Cochran,1,
,Malcolm Bailey,1,
,Mako Idemitsu,1,
,Maja Bajevic,1,
,Magnus Plessen,1,
,Magnus Ahlgren,1,
,Maggie Payne,1,
,Maggie Estep,1,
,Magdalena Jetelova,1,
,Magdalena Abakanowicz,1,
,Madison Bell,1,
,Madge Erving,1,
,Madeleine Hatz,1,
,Madeleine Burrage,1,
,Madeleine Bosscher,1,
,Madeleine Artenberg,1,
,Mac Adams,1,
,Mabou Mines,1,
,Mabel Alvarez,1,
,Maarten Baas,1,
,M. Bosshard,1,
,Lyonel Feininger,1,
,Lynne Yamamoto,1,
,Lynn Swanson,1,
,Lynn McCary,1,
,Lynn Hershman Leeson,1,
,Lynn Chadwick,1,
,Lynn Adler,1,
,Lyne Lapointe,1,
,Lynda Benglis,1,
,Lyn Corcoran,1,
,Lyn Blumenthal,1,
,Lygia Clark,1,
,Lydia Hunn,1,
,Lutz Bacher,1,
,Luke Fowler,1,
,Luiz Carlos Carvalhosa,1,
,Luis Quintanilla,1,
,Luis Martínez Pedro,1,
,Luis Jimenez,1,
,Luis Fernando Benedit,1,
,Luis Feito,1,
,Luis Cruz Azaceta,1,
,Luis Camnitzer,1,
,Luis Buñuel,1,
,Luis Barragán,1,
,Luis Arenal,1,
,Luis Alonso,1,
,Luis Alberto Acuña,1,
,Luigi Ontani,1,
,Luigi Caccia Dominioni,1,
,Luigi Bartolini,1,
,Luigi Baroli,1,
,Ludwig Redl,1,
,Ludwig Mies van der Rohe,1,
,Ludwig Berger,1,
,Ludwig Bemelmans,1,
,Ludvik Durchanek,1,
,Ludovic Napoléon Lepic,1,
,Ludo Bekkers,1,
,Ludger Gerdes,1,
,Lucy McKenzie,1,
,Lucio Pozzi,1,
,Lucio Fontana,1,
,Lucio Del Pezzo,1,
,Lucio Costa,1,
,Lucienne Bloch,1,
,Lucien Clergue,1,
,Lucien Bardey,1,
,Lucien Aigner,1,
,Luciano Fabro,1,
,Luciano Baldessari,1,
,Luciana Achugar,1,
2020,Lucian Freud,3,100.1
2016,Lucian Freud,2,94.94
2013,Lucian Freud,1,100.44
,Lucian Bernhard,1,
,Lucia Dellefant,1,
,Lucia Bartolini,1,
,Lucas Samaras,1,
,Lucas Blalock,1,
,Luca Vitone,1,
,Luca Buvoli,1,
,Lu Chunsheng,1,
,Lowell Cross,1,
,Low-Flame,1,
,Low Design Office (LOWDO),1,
,Lovis Corinth,1,
,Louise Lawler,1,
,Louise Kruger,1,
,Louise Dahl-Wolfe,1,
,Louise Bourgeois,1,
,Louisa Chase,1,
,Louis-Jules André,1,
,Louis-Hippolyte Boileau,1,
,Louis-Auguste Bisson,1,
,Louis Sullivan,1,
,Louis Michel Eilshemius,1,
,Louis Marcoussis,1,
,Louis I. Kahn,1,
,Louis Grenier,1,
,Louis Faurer,1,
,Louis Checkman,1,
,Louis Chacallis,1,
,Louis Cameron,1,
,Louis Bunce,1,
,Louis Aragon,1,
,Louis Anquetin,1,
,Louis Alvarez,1,
,Lou Bernstein,1,
,Lotte Reiniger,1,
,Los Carpinteros,1,
,Lorraine Engelhardt,1,
,Loris Cecchini,1,
,Loren Madsen,1,
,Loren MacIver,1,
,Lola Alvarez Bravo,1,
,Lloyd Bacon,1,
,Lloyd Allen,1,
,Llewellyn Xavier,1,
,Lizzie Fitch,1,
,Liza Béar,1,
,Liz Deschenes,1,
,Liz Bachhuber,1,
,Livio Castiglioni,1,
,Liubov Popova,1,
,Lita Albuquerque,1,
,Lisette Model,1,
,Lise Anne Couture,1,
,Lisa Sigal,1,
,Lisa Hein,1,
,Lisa Beck,1,
,Lisa Baumgardner,1,
,Lisa Altomare,1,
,Lionel Maunz,1,
,Lionel Esteve,1,
,Linder [Linda Sterling],1,
,Linda Montano,1,
,Linda Levit,1,
,Linda Hammett,1,
,Linda Gall,1,
,Linda Connor,1,
,Lina Bo Bardi,1,
,Lina Bertucci,1,
,Lilly Reich,1,
,Lilly Elkan,1,
,Lilly Brody,1,
,Liliana Porter,1,
,Liesbeth Bik,1,
,Libby McInnis,1,
,Liam Gillick,1,
,Liadin Cooke,1,
,Li Binyuan,1,
,Lewis Fay,1,
,Lewis Carroll (Charles Lutwidge Dodgson),1,
,Lewis Baltz,1,
,Lester Beall,1,
,Leslie Thornton,1,
,Lesley Dill,1,
,Les Levine,1,
,Les Blank,1,
,Leroy Biurley,1,
,Léopold Survage,1,
,Leonid (Leonid Berman),1,
,Leonardo Dudreville,1,
,Leonardo da Vinci,1,
,Leonardo Cremonini,1,
,Leonard McCombe,1,
,Leonard Freed,1,
,Leonard Contino,1,
,Leonard Bullock,1,
,Leonard Billing,1,
,Leonard Baskin,1,
,Leon Krier,1,
2020,Leon Golub,9,255.85
2016,Leon Golub,8,256.68
2013,Leon Golub,7,160.18
2009,Leon Golub,6,142.29
2005,Leon Golub,5,162.87
2001,Leon Golub,4,171
1996,Leon Golub,3,162
1991,Leon Golub,2,176.4
1986,Leon Golub,1,75.6
,León Ferrari,1,
,Léon Bakst,1,
,Léon Azéma,1,
,Leon Auerbach,1,
,Leon Appelbaum,1,
,Leo von Klenze,1,
,Leo Rabkin,1,
,Leo Lionni,1,
,Leo Bukzin,1,
,Leo Breslau,1,
,Leo Amino,1,
,Lenke Rothman,1,
,Leni Andrade,1,
,Lena Braun,1,
,Len Rosenberg,1,
,Len Lye,1,
,Len Bellinger,1,
,Leidy Churchman,1,
,Lee Quinones,1,
,Lee Lozano,1,
,Lee Krasner,1,
,Lee Jaffe,1,
,Lee Friedlander,1,
,Lee Bontecou,1,
,Lee Blodget,1,
,Leandro Katz,1,
,Leandro Ehrlich,1,
,Leander Fornas,1,
,Lea Donnan,1,
,Le Van Danh,1,
,Le Corbusier (Charles-Édouard Jeanneret),1,
,Lazbent Pavel Escobedo Amaral,1,
,Laylah Ali,1,
,Lawrence Weiner,1,
,Lawrence Seward,1,
,Lawrence B. Anderson,1,
,Lawrence Atkinson,1,
,Laurie Simmons,1,
,Laurie Hawkinson,1,
,Laurie Anderson,1,
,Laurence Postma,1,
,Laurence Bradshaw,1,
,Lauren Davis Fisher,1,
,Laurel Nakadate,1,
,Laura Stein,1,
,Laura Andreson,1,
2005,László Moholy-Nagy,2,95.23
2001,László Moholy-Nagy,1,33.3
,Laslo Lakner,1,
,Lars Lerup,1,
,Lars Englund,1,
,Larry Rivers,1,
,Larry Poons,1,
,Larry Miller,1,
,Larry Gottheim,1,
,Larry Fuente,1,
,Larry Fink,1,
,Larry Bell,1,
,Lara Favaretto,1,
,Lansing Brown,1,
,Langdon Clay,1,
,Ladislav Leland Rado,1,
,LA (Laton Alton) Huffman,1,
,L.C. Armstrong,1,
,"L. Anton Maix, Inc.",1,
,L. (Alfred Lewin Copley) Alcopley,1,
,Kutlug Ataman,1,
,Kurt W. Baasch,1,
,Kurt Seligmann,1,
2020,Kurt Schwitters,13,81.6
2016,Kurt Schwitters,12,64.74
2013,Kurt Schwitters,11,68.82
2009,Kurt Schwitters,10,69.75
2005,Kurt Schwitters,9,69.42
2001,Kurt Schwitters,8,78.3
1996,Kurt Schwitters,7,48.6
1991,Kurt Schwitters,6,79.8
1986,Kurt Schwitters,5,58.8
1980,Kurt Schwitters,4,54.6
1975,Kurt Schwitters,3,49
1970,Kurt Schwitters,2,51.06
1959,Kurt Schwitters,1,57.95
,Kurt Kren,1,
,Kurt Hentschlager,1,
,Kurt Gerron,1,
,Kunié Sugiura,1,
,Kumiko Inui,1,
,Kudzanai Chiurai,1,
,Ksenija Maric,1,
,Kseniia Boguslavskaia,1,
,Krzysztof Wodiczko,1,
,Krzystof Tchórzewski,1,
,Kristy Balliet,1,
,Kristin Lovejoy,1,
,Kristin Gerber,1,
,Kristin Baker,1,
,Kristian Kožul,1,
,Kristen Bates,1,
,Kris Martin,1,
,Kris Dey,1,
,Krijn Giezen,1,
,Kraftwerk,1,
,Korapat Arunanondchai,1,
,Korakrit Arunanondchai,1,
,Konrad Wachsmann,1,
,Konrad Lueg,1,
,Komar and Melamid,1,
,Koki Doktori,1,
,Knut Åsdam,1,
,Klaus vom Bruch,1,
,Klaus Rinke,1,
,Klara Liden,1,
,Kiyoshi Awazu,1,
,Kitaoji Rosanjin,1,
,Kit Galloway,1,
,Kit Fitzgerald,1,
,Kit Barnes,1,
,Kira Lynn Harris,1,
,Kip Hanrahan,1,
,Kinryu Asami,1,
,Kinji Akagawa,1,
,Kim Sooja,1,
,Kim Jones,1,
,Kim Dingle,1,
,Kiki Smith,1,
,Khalid Al Gharaballi,1,
,Kevin Walz,1,
,Kevin Roche,1,
,Kevin Carter,1,
,Kevin Boyle,1,
,Kevin Beasley,1,
,Kevin Appel,1,
,Kevin & Jennifer McCoy,1,
,Kerstin Brätsch,1,
,Kerry Tribe,1,
,Kent Floeter,1,
,Kenny Scharf,1,
,Kenneth Snelson,1,
,Kenneth Robins,1,
,Kenneth Noland,1,
,Kenneth Koch,1,
,Kenneth King,1,
,Kenneth Juon,1,
,Kenneth J. Botto,1,
,Kenneth Greenberg,1,
,Kenneth Deifik,1,
,Kenneth D. Haak,1,
,Kenneth Armitage,1,
,Kenneth Anger,1,
,Kenneth Alexander,1,
,Kengiro Azuma,1,
,Ken Unsworth,1,
,Ken Tisa,1,
,Ken Okiishi,1,
,Ken McMullen,1,
,Ken Kobland,1,
,Ken Kaplan,1,
,Ken Jacobs,1,
,Ken Heyman,1,
,Ken Friedman,1,
,Ken Feingold,1,
,Ken Domon,1,
,Ken Chu,1,
,Ken Aptekar,1,
,Ken Angelico,1,
,Ken Abbott,1,
,Kelly Bair,1,
,Kelly Asbury,1,
,Kelly Alison,1,
,Keith Sonnier,1,
,Keith Smith,1,
,Keith Monroe,1,
,Keith Milow,1,
,Keith James Aulik,1,
,Keith Glassman,1,
,Keith Edmier,1,
,Keith Arnatt,1,
,Kei Takei,1,
,Kees van Dongen,1,
,Kazuko Miyamoto,1,
2020,Kazimir Malevich,12,91.14
2016,Kazimir Malevich,11,136.16
2013,Kazimir Malevich,10,309.69
2009,Kazimir Malevich,9,205.53
2005,Kazimir Malevich,8,213.6
2001,Kazimir Malevich,7,207
1996,Kazimir Malevich,6,213.3
1991,Kazimir Malevich,5,184.8
1986,Kazimir Malevich,4,75.6
1980,Kazimir Malevich,3,54.6
1975,Kazimir Malevich,2,73.5
1970,Kazimir Malevich,1,69
,Kayserzinn Workshop,1,
,Kay Hines,1,
,Kavin Buck,1,
,Katya Sander,1,
,Katrín Sigurdardóttir,1,
,Katrin Asbury,1,
,Katie Aliprando,1,
,Kathy High,1,
,Kathy Duncan,1,
,Kathy Acker,1,
,Kathryn Bigelow,1,
,Kathleen Agnoli,1,
,Katherine S. Dreier,1,
,Katherine Porter,1,
,Katherine Carter,1,
,Katherine Bradford,1,
2020,Käthe Kollwitz,12,122.3
2016,Käthe Kollwitz,11,116.69
2013,Käthe Kollwitz,10,116.25
2009,Käthe Kollwitz,9,101.37
2005,Käthe Kollwitz,8,106.8
2001,Käthe Kollwitz,7,90
1996,Käthe Kollwitz,6,81
1991,Käthe Kollwitz,5,109.2
1986,Käthe Kollwitz,4,69.72
1980,Käthe Kollwitz,3,63
1975,Käthe Kollwitz,2,66.5
1970,Käthe Kollwitz,1,65.55
,Kathe Burkhart,1,
,Katharine Gates,1,
,Katharina Sieverding,1,
,Katharina Karrenberg,1,
,Katharina Fritsch,1,
,Kate Ericson,1,
,Kate Craig,1,
,Katarzyna Kobro,1,
,Kasper König,1,
,Karsten Bott,1,
,Karrabing Film Collective,1,
,Karol Hiller,1,
,Karl Nierendorf,1,
,Karl Michel,1,
,Karl Koepping,1,
,Karl Gerstner,1,
,Karl Caspar,1,
,Karl Bethke,1,
,Karl Anderson,1,
,Karin Schou Andersen,1,
,Karin Campbell,1,
,Karen Ranucci,1,
,Karen Karnes,1,
,Karen Helmerson,1,
,Karen Fairbanks,1,
,Karel Petrus Cornelis de Bazel,1,
,Karel Appel,1,
,Kamrooz Aram,1,
,Kalup Linzy,1,
,Kalli Juliusson,1,
,Kaj Franck,1,
,Kai Althoff,1,
,Kader Attia,1,
,K.O.S. (Kids of Survival),1,
,K. P. Brehmer,1,
,K. H. Hödicke,1,
,Jyung Mee Park,1,
,Justin Lowe,1,
,Justen Ladda,1,
,Junzo Yoshimura,1,
,June Blum,1,
,Julius Bissier,1,
,Julio González,1,
,Julio (Julio Espada),1,
,Julien Poulin,1,
,Julien Devaux,1,
,Julien Alberts,1,
,Julie Zando,1,
,Julie Ho,1,
,Julie Gustafson,1,
,Julie Cohen,1,
,Julie Becker,1,
,Julie Ault,1,
,Julian Whittlesey,1,
,Julian Opie,1,
,Julian LaVerdiere,1,
,Julian Cooper,1,
,Julian Binford,1,
,Julia Wachtel,1,
,Julia Scher,1,
2020,Julia Margaret Cameron,6,60.45
2016,Julia Margaret Cameron,5,58.88
2013,Julia Margaret Cameron,4,62.31
2009,Julia Margaret Cameron,3,62.31
2005,Julia Margaret Cameron,2,62.3
1959,Julia Margaret Cameron,1,42.7
,Julia Loktev,1,
,Julia Jacquette,1,
,Julia Heyward,1,
,Jules Spinatsch,1,
,Jules Olitski,1,
,Jules de Balincourt,1,
,Jules Chéret,1,
,Jules André,1,
,Jules Allen,1,
,Juha Kaakko,1,
,Judy Rifka,1,
,Judy Linn,1,
,Judy Linhares,1,
,Judy Glantzman,1,
,Judy Belasco,1,
,Judson Briggs,1,
,Judith Shea,1,
,Judith Murray,1,
,Judith Joy Ross,1,
,Judith Hudson,1,
,Judith Francisca Baca,1,
,Judith Bernstein,1,
,Judith Bernestein,1,
,Judith Barry,1,
,Jude Tallichet,1,
,Juan Sánchez,1,
,Juan Gris,1,
,Juan Downey,1,
,Juan Diaz,1,
,Juan Castillo,1,
,Joyce Robins,1,
,Joyce Kozloff,1,
,Jouineau Bourduge,1,
,Josiah McElheny,1,
,Josh Kline,1,
,Josephine Meckseper,1,
,Josephine Joy,1,
,Joseph Zalewski,1,
,Joseph W. Molitor,1,
1959,Joseph Stella,1,57.95
,Joseph Paul D'Urso,1,
,Joseph Papin,1,
,Joseph Marioni,1,
2020,Joseph Mallord William Turner,16,242.79
2016,Joseph Mallord William Turner,15,233.68
2013,Joseph Mallord William Turner,14,169.26
2009,Joseph Mallord William Turner,13,164.61
2005,Joseph Mallord William Turner,12,188.68
2001,Joseph Mallord William Turner,11,198
1996,Joseph Mallord William Turner,10,135
1991,Joseph Mallord William Turner,9,159.6
1986,Joseph Mallord William Turner,8,246.12
1980,Joseph Mallord William Turner,7,214.2
1975,Joseph Mallord William Turner,6,105
1970,Joseph Mallord William Turner,5,100.05
1959,Joseph Mallord William Turner,4,161.65
1948,Joseph Mallord William Turner,3,73.75
1936,Joseph Mallord William Turner,2,122
1926,Joseph Mallord William Turner,1,81.2625
,Joseph Kosuth,1,
,Joseph Glasco,1,
,Joseph Fracarossi,1,
,Joseph Cornell,1,
,Joseph Chaiken,1,
,Joseph Celli,1,
,Joseph Camp,1,
,Joseph Byrd,1,
,Joseph Burnett,1,
,Joseph Breitenbach,1,
,Joseph Binder,1,
,Joseph Beuys,1,
,Joseph Bellanca,1,
,Joseph Bartscherer,1,
,Joseph Abram,1,
,Josep Lluís Sert,1,
,Josely Carvalho,1,
,Josef von Sternberg,1,
,Josef Koudelka,1,
,Josef Fenneker,1,
,Josef Felix Muller,1,
,Josef Erben,1,
,Josef Eberz,1,
,Josef Capek,1,
2005,Josef Albers,2,155.75
2001,Josef Albers,1,78.3
,José-Guadalupe Posada,1,
,José Ygnacio Bermudez,1,
,José R. Alicea,1,
,Jose Pereira Arouca,1,
,José Manuel Aizpúrua,1,
,José G Amozurrutia,1,
,José Dolores López,1,
,José De Creeft,1,
,José Creixell,1,
2020,José Clemente Orozco,12,158.1
2016,José Clemente Orozco,11,156.4
2013,José Clemente Orozco,10,158.1
2009,José Clemente Orozco,9,151.59
2005,José Clemente Orozco,8,144.18
2001,José Clemente Orozco,7,166.5
1996,José Clemente Orozco,6,167.4
1991,José Clemente Orozco,5,170.52
1986,José Clemente Orozco,4,105
1980,José Clemente Orozco,3,96.6
1959,José Clemente Orozco,2,73.2
1948,José Clemente Orozco,1,147.5
,José Clara,1,
,José Chávez Morado,1,
,José Bernardo Cardoso Jr.,1,
,José Bedia,1,
,José Aragon,1,
,Jos Goslan,1,
,Jos de Gruyter,1,
,Jorre van Ast,1,
,Jorgen Bo,1,
,Jorge Teixidor,1,
,Jorge Luis Borges,1,
,Jorge Eielson,1,
,Jorge Damiani,1,
,Jörg Immendorff,1,
,Jordon Kasey,1,
,Joost Schmidt,1,
,Joost Baljeu,1,
,Jonnie E. Berry,1,
,Jonathas de Andrade,1,
,Jonathan Monk,1,
,Jonathan Horowitz,1,
,Jonathan Hartshorn,1,
,Jonathan De Pas,1,
,Jonathan Borofsky,1,
,Jonathan Bepler,1,
,Jonathan Barnett,1,
,Jonathan Barnbrook,1,
,Jonathan Andrews,1,
,Jonas Mekas,1,
,Jon Rubin,1,
,Jon Kessler,1,
,Jon Jost,1,
,Jon Gibson,1,
,Jon Elliott,1,
,Jon Alpert,1,
,Johnston Foster,1,
,John Zorn,1,
,John Wesley,1,
,John Walker,1,
,John Van Acker,1,
,John Tweddle,1,
,John Taylor Arms,1,
,John Szarkowski,1,
,John Steuart Curry,1,
2020,John Singleton Copley,11,77.19
2016,John Singleton Copley,10,81.4
2013,John Singleton Copley,9,85.56
2009,John Singleton Copley,8,80.91
2005,John Singleton Copley,7,89
2001,John Singleton Copley,6,93.6
1996,John Singleton Copley,5,107.1
1991,John Singleton Copley,4,120.12
1959,John Singleton Copley,3,103.7
1948,John Singleton Copley,2,96.17
1936,John Singleton Copley,1,96
,John Randall Bratby,1,
,John Proctor Bishop,1,
,John Pilson,1,
,John Patterson,1,
,John Milne Boothroyd,1,
,John Miller,1,
,John McLaughlin,1,
,John McEwen,1,
,John McCracken,1,
1959,John Marin,2,73.2
1948,John Marin,1,73.16
,John Margolies,1,
,John Lurie,1,
,John Lovett,1,
,John Latham,1,
,John Laford,1,
,John Kelly,1,
,John Kane,1,
,John Kacere,1,
,John Jensen,1,
,John James Burnet,1,
1991,John James Audubon,1,159.6
,John Hultberg,1,
,John Hench,1,
,John Hejduk,1,
,John Hamilton,1,
,John Goodyear,1,
,John Giorno,1,
,John Giordano,1,
,John Gillen,1,
,John G. Bullock,1,
,John G. Adolfi,1,
,John Funk,1,
,John Freeman,1,
,John Ford,1,
,John Flannagan,1,
,John Ferren,1,
,John Fabion,1,
,John Ekin Dinwiddie,1,
,John Edward Dowell,1,
,John Ebstel,1,
,John Dunkley-Smith,1,
,John Duff,1,
,John Dominis,1,
,John Doe Co.,1,
,John Divola,1,
,John Deakin,1,
,John Daley,1,
,John D. Graham,1,
,John Currin,1,
,John Coplans,1,
2020,John Constable,16,266.7
2016,John Constable,15,291.64
2013,John Constable,14,175.88
2009,John Constable,13,164.61
2005,John Constable,12,137.06
2001,John Constable,11,167.4
1996,John Constable,10,220.5
1991,John Constable,9,189
1986,John Constable,8,176.4
1980,John Constable,7,159.6
1975,John Constable,6,171.5
1970,John Constable,5,172.5
1959,John Constable,4,96.38
1948,John Constable,3,94.4
1936,John Constable,2,73.5
1926,John Constable,1,100.076
,John Collier,1,
,John Clem Clarke,1,
,John Chamberlain,1,
,John Carson,1,
,John Carbutt,1,
,John Canemaker,1,
,John Caldwell,1,
,John Cage,1,
,John Button,1,
,John Burris,1,
,John Burgee,1,
,John Buckland-Wright,1,
,John Buck,1,
,John Brockman,1,
,John Broaddus,1,
,John Boone,1,
,John Bock,1,
,John Blake,1,
,John Bishoff,1,
,John Biggers,1,
,John Bernd,1,
,John Berger,1,
,John Benson,1,
,John Bennett,1,
,John Bellamy,1,
,John Behringer,1,
,John Begg,1,
,John Beagles,1,
,John Barnard,1,
,John Banting,1,
,John Baldessari,1,
,John Bageris,1,
,John Bacco,1,
,John Babcock,1,
,John Atherton,1,
,John Ashbery,1,
,John Arvanites,1,
,John Armstrong,1,
,John Armleder,1,
,John Altoon,1,
,John Alexander,1,
,John Akomfrah,1,
,John Ahearn,1,
,John Adams,1,
,Johannes Vanderbeek,1,
,Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),1,
,Johannes Lenhart,1,
,Johannes Itten,1,
,Johannes Canis,1,
,Johannes Baader,1,
,Johanna Lobdell,1,
,Johanna Boyce,1,
,Johanna Billing,1,
,Johan Elbers,1,
,Johan Andriesse,1,
,Joep van Lieshout,1,
,Joel-Peter Witkin,1,
,Joel Sternfeld,1,
,Joel Shapiro,1,
,Joel Otterson,1,
,Joel Meyerowitz,1,
,Joel Handorff,1,
,Joel Gold,1,
,Joel Fisher,1,
,Joel DeMott,1,
,Joel D. Barber,1,
,Joel Chadabe,1,
,Joel Bass,1,
,Joe Hicklin,1,
,Joe Gibbons,1,
,Joe Dizney,1,
,Joe Deutch,1,
,Joe Brainard,1,
,Joe Bradley,1,
,"Joe Ben, Jr.",1,
,Joe Andoe,1,
,Joe Adkinson,1,
,Jody Culkin,1,
,Joaquín Torres-García,1,
,Joaquim Pedro de Andrade,1,
,João Onofre,1,
,João Gilberto,1,
,João Bosco,1,
,Joanne Greenbaum,1,
,Joanne Fridley,1,
,Joanne Caring,1,
,Joanne Brockley,1,
,JoAnne Akalaitis,1,
,Joanna Pousette-Dart,1,
,JoAnn Verburg,1,
,Joan Wallace,1,
,Joan Thorne,1,
,Joan Nelson,1,
2020,Joan Miró,14,94.11
2016,Joan Miró,13,114.86
2013,Joan Miró,12,124.44
2009,Joan Miró,11,118.22
2005,Joan Miró,10,120.15
2001,Joan Miró,9,132.3
1996,Joan Miró,8,119.7
1991,Joan Miró,7,208.32
1986,Joan Miró,6,150.36
1980,Joan Miró,5,142.8
1975,Joan Miró,4,224
1970,Joan Miró,3,138
1959,Joan Miró,2,76.25
1948,Joan Miró,1,115.64
,Joan Logue,1,
,Joan Junyer,1,
,Joan Jonas,1,
,Joan Giummo,1,
,Joan Gassisi,1,
,Joan Fontcuberta,1,
,Joan Engel,1,
,Joan Charysyn,1,
,Joan Brockway,1,
,Joan Braderman,1,
,Joan Altabe,1,
,Jo Fielder,1,
,Jo Baer,1,
,Jo Babcock,1,
,Jo Ann Callis,1,
,Jiří Hilmar,1,
,Jimmy Ernst,1,
,Jimmy DeSana,1,
,Jimmy Alcock,1,
,Jim Shaw,1,
,Jim Self,1,
,Jim Roche,1,
,Jim Reineking,1,
,Jim Pavlicovic,1,
,Jim Mayer,1,
,Jim Goss,1,
,Jim Goldberg,1,
,Jim Drain,1,
,Jim Dine,1,
,Jim Denevan,1,
,Jim Cobb,1,
,Jim Billipp,1,
,Jim Amaral,1,
,Jillian Mayer,1,
,Jill Kroesen,1,
,Jewett Campbell,1,
,Jesús Lozano,1,
,Jesús Guerrero Galvan,1,
,Jessie Benton-Evans-Gray,1,
,Jessica Stockholder,1,
,Jessica Rankin,1,
,Jessica Diamond,1,
,Jessica Craig-Martin,1,
,Jesse Bercowetz,1,
,Jesse Ball,1,
,Jess,1,
,Jerzy Kosinski,1,
,Jerzy Ficowski,1,
,Jerry Uelsmann,1,
,Jerry Lewis,1,
,Jerry Dantzic,1,
,Jerry Clapsaddle,1,
,Jerry Buchanan,1,
,Jerry Berndt,1,
,Jerri Allyn,1,
,Jerome Liebling,1,
,Jerome Cooper,1,
